task_id	dgp	n	ipw_transform	alpha	random_seed	strategy	test_thresh	learner	n_burn_in	reveal_batch_size	refit_batch_size	n_min	alpha_min	margin_width	substitute_t_test	train_ratio	binary	n_sims	task_label
543	KangSchaferRCT	500	True	0.05	1100400433	Chiseling	0	random_forest_learner	0.5	5.0	25.0	2	0	0	True		False	50	chiseling
544	KangSchaferRCT	500	True	0.05	3724047256	Chiseling	0	random_forest_learner	0.5	5.0	25.0	2	0	0	True		False	50	chiseling
545	KangSchaferRCT	500	True	0.05	2626431383	Chiseling	0	random_forest_learner	0.5	5.0	25.0	2	0	0	True		False	50	chiseling
546	KangSchaferRCT	500	True	0.05	3922338316	Chiseling	0	random_forest_learner	0.5	5.0	25.0	2	0	0	True		False	50	chiseling
547	KangSchaferRCT	500	True	0.05	350444347	Chiseling	0	random_forest_learner	0.5	5.0	25.0	2	0	0	True		False	50	chiseling
548	KangSchaferRCT	500	True	0.05	2196198905	Chiseling	0	random_forest_learner	0.5	5.0	25.0	2	0	0	True		False	50	chiseling
549	KangSchaferRCT	500	True	0.05	22268806	Chiseling	0	random_forest_learner	0.5	5.0	25.0	2	0	0	True		False	50	chiseling
550	KangSchaferRCT	500	True	0.05	2153996088	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
551	KangSchaferRCT	500	True	0.05	2696785955	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
552	KangSchaferRCT	500	True	0.05	3428651692	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
553	KangSchaferRCT	500	True	0.05	834400275	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
554	KangSchaferRCT	500	True	0.05	2791573824	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
555	KangSchaferRCT	500	True	0.05	304688903	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
556	KangSchaferRCT	500	True	0.05	3014924799	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
557	KangSchaferRCT	500	True	0.05	1704173549	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
558	KangSchaferRCT	500	True	0.05	3417903503	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
559	KangSchaferRCT	500	True	0.05	218049165	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
560	KangSchaferRCT	500	True	0.05	3822543819	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
561	KangSchaferRCT	500	True	0.05	3807991666	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
562	KangSchaferRCT	500	True	0.05	1451678166	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
563	KangSchaferRCT	500	True	0.05	118613134	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
564	KangSchaferRCT	500	True	0.05	1613116507	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
565	KangSchaferRCT	500	True	0.05	2486205793	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
566	KangSchaferRCT	500	True	0.05	403649345	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
567	KangSchaferRCT	500	True	0.05	1883232031	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
568	KangSchaferRCT	500	True	0.05	2483694294	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
569	KangSchaferRCT	500	True	0.05	2886330302	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
570	KangSchaferRCT	500	True	0.05	154370901	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
571	KangSchaferRCT	500	True	0.05	1409404978	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
572	KangSchaferRCT	500	True	0.05	1999728280	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
573	KangSchaferRCT	500	True	0.05	665898681	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
574	KangSchaferRCT	500	True	0.05	2330640958	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
575	KangSchaferRCT	500	True	0.05	4216974525	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
576	KangSchaferRCT	500	True	0.05	1230685308	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
577	KangSchaferRCT	500	True	0.05	3603191957	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
578	KangSchaferRCT	500	True	0.05	2537609529	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
579	KangSchaferRCT	500	True	0.05	3695409721	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
580	KangSchaferRCT	500	True	0.05	130997589	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
581	KangSchaferRCT	500	True	0.05	1074821424	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
582	KangSchaferRCT	500	True	0.05	160409267	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
583	KangSchaferRCT	500	True	0.05	166793897	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
584	KangSchaferRCT	500	True	0.05	3533042501	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
585	KangSchaferRCT	500	True	0.05	1302515470	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
586	KangSchaferRCT	500	True	0.05	1547007029	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
587	KangSchaferRCT	500	True	0.05	2306751466	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
588	KangSchaferRCT	500	True	0.05	545720763	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
589	KangSchaferRCT	500	True	0.05	1402956388	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
590	KangSchaferRCT	500	True	0.05	2243017696	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
591	KangSchaferRCT	500	True	0.05	3555670279	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
592	KangSchaferRCT	500	True	0.05	3307097140	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
593	KangSchaferRCT	500	True	0.05	1166267963	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
594	KangSchaferRCT	500	True	0.05	926944235	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
595	KangSchaferRCT	500	True	0.05	4145725035	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
596	KangSchaferRCT	500	True	0.05	2675294212	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
597	KangSchaferRCT	500	True	0.05	1963938918	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
598	KangSchaferRCT	500	True	0.05	366564547	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
599	KangSchaferRCT	500	True	0.05	3616461573	Chiseling	0	random_forest_learner	0.55	5.0	25.0	2	0	0	True		False	50	chiseling
600	KangSchaferRCT	500	True	0.05	221971308	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
601	KangSchaferRCT	500	True	0.05	834855903	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
602	KangSchaferRCT	500	True	0.05	2282150771	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
603	KangSchaferRCT	500	True	0.05	1766751581	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
604	KangSchaferRCT	500	True	0.05	2322010158	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
605	KangSchaferRCT	500	True	0.05	3004382050	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
606	KangSchaferRCT	500	True	0.05	2737740598	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
607	KangSchaferRCT	500	True	0.05	594221991	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
608	KangSchaferRCT	500	True	0.05	3118538547	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
609	KangSchaferRCT	500	True	0.05	570137231	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
610	KangSchaferRCT	500	True	0.05	4191252748	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
611	KangSchaferRCT	500	True	0.05	4164129137	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
612	KangSchaferRCT	500	True	0.05	2217493115	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
613	KangSchaferRCT	500	True	0.05	3069162601	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
614	KangSchaferRCT	500	True	0.05	1387087517	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
615	KangSchaferRCT	500	True	0.05	176383634	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
616	KangSchaferRCT	500	True	0.05	3415298704	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
617	KangSchaferRCT	500	True	0.05	1712922743	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
618	KangSchaferRCT	500	True	0.05	1163215678	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
619	KangSchaferRCT	500	True	0.05	1861957394	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
620	KangSchaferRCT	500	True	0.05	1885367899	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
621	KangSchaferRCT	500	True	0.05	3195638841	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
622	KangSchaferRCT	500	True	0.05	336967606	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
623	KangSchaferRCT	500	True	0.05	1077437785	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
624	KangSchaferRCT	500	True	0.05	108880612	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
625	KangSchaferRCT	500	True	0.05	791707097	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
626	KangSchaferRCT	500	True	0.05	4134543476	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
627	KangSchaferRCT	500	True	0.05	347346749	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
628	KangSchaferRCT	500	True	0.05	3590507286	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
629	KangSchaferRCT	500	True	0.05	1839596670	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
630	KangSchaferRCT	500	True	0.05	2989186440	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
631	KangSchaferRCT	500	True	0.05	2957084555	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
632	KangSchaferRCT	500	True	0.05	1756439540	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
633	KangSchaferRCT	500	True	0.05	249939584	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
634	KangSchaferRCT	500	True	0.05	744293433	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
635	KangSchaferRCT	500	True	0.05	3930813049	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
636	KangSchaferRCT	500	True	0.05	671891968	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
637	KangSchaferRCT	500	True	0.05	1899888366	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
638	KangSchaferRCT	500	True	0.05	1074785057	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
639	KangSchaferRCT	500	True	0.05	1029878879	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
640	KangSchaferRCT	500	True	0.05	2358910589	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
641	KangSchaferRCT	500	True	0.05	403182709	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
642	KangSchaferRCT	500	True	0.05	3069166127	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
643	KangSchaferRCT	500	True	0.05	785403480	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
644	KangSchaferRCT	500	True	0.05	2835526119	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
645	KangSchaferRCT	500	True	0.05	4014136556	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
646	KangSchaferRCT	500	True	0.05	1202306932	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
647	KangSchaferRCT	500	True	0.05	2741351296	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
648	KangSchaferRCT	500	True	0.05	4101115151	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
649	KangSchaferRCT	500	True	0.05	2219193532	Chiseling	0	random_forest_learner	0.6	5.0	25.0	2	0	0	True		False	50	chiseling
650	KangSchaferRCT	500	True	0.05	3169243110	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
651	KangSchaferRCT	500	True	0.05	2822271679	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
652	KangSchaferRCT	500	True	0.05	2380932542	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
653	KangSchaferRCT	500	True	0.05	1871200836	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
654	KangSchaferRCT	500	True	0.05	2627320597	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
655	KangSchaferRCT	500	True	0.05	3135495004	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
656	KangSchaferRCT	500	True	0.05	1802168566	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
657	KangSchaferRCT	500	True	0.05	204939202	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
658	KangSchaferRCT	500	True	0.05	1063996491	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
659	KangSchaferRCT	500	True	0.05	2431111321	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
660	KangSchaferRCT	500	True	0.05	1528891023	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
661	KangSchaferRCT	500	True	0.05	681381298	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
662	KangSchaferRCT	500	True	0.05	3254924260	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
663	KangSchaferRCT	500	True	0.05	516103253	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
664	KangSchaferRCT	500	True	0.05	61819576	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
665	KangSchaferRCT	500	True	0.05	1468362012	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
666	KangSchaferRCT	500	True	0.05	498528205	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
667	KangSchaferRCT	500	True	0.05	394274011	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
668	KangSchaferRCT	500	True	0.05	197579844	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
669	KangSchaferRCT	500	True	0.05	404401198	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
670	KangSchaferRCT	500	True	0.05	174928880	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
671	KangSchaferRCT	500	True	0.05	1337509981	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
672	KangSchaferRCT	500	True	0.05	3674175213	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
673	KangSchaferRCT	500	True	0.05	4206965693	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
674	KangSchaferRCT	500	True	0.05	3022187507	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
675	KangSchaferRCT	500	True	0.05	753037764	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
676	KangSchaferRCT	500	True	0.05	2036561099	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
677	KangSchaferRCT	500	True	0.05	73706383	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
678	KangSchaferRCT	500	True	0.05	420194521	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
679	KangSchaferRCT	500	True	0.05	3278625241	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
680	KangSchaferRCT	500	True	0.05	2111474095	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
681	KangSchaferRCT	500	True	0.05	3465664852	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
682	KangSchaferRCT	500	True	0.05	2033545766	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
683	KangSchaferRCT	500	True	0.05	1487365731	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
684	KangSchaferRCT	500	True	0.05	743896352	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
685	KangSchaferRCT	500	True	0.05	1995758845	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
686	KangSchaferRCT	500	True	0.05	1863378653	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
687	KangSchaferRCT	500	True	0.05	2790756708	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
688	KangSchaferRCT	500	True	0.05	1711564822	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
689	KangSchaferRCT	500	True	0.05	206411513	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
690	KangSchaferRCT	500	True	0.05	2645056009	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
691	KangSchaferRCT	500	True	0.05	4076549877	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
692	KangSchaferRCT	500	True	0.05	2727706436	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
693	KangSchaferRCT	500	True	0.05	3808263267	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
694	KangSchaferRCT	500	True	0.05	194579233	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
695	KangSchaferRCT	500	True	0.05	1120529587	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
696	KangSchaferRCT	500	True	0.05	1608948958	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
697	KangSchaferRCT	500	True	0.05	65732489	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
698	KangSchaferRCT	500	True	0.05	2688047865	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
699	KangSchaferRCT	500	True	0.05	4009078418	Chiseling	0	random_forest_learner	0.65	5.0	25.0	2	0	0	True		False	50	chiseling
700	KangSchaferRCT	500	True	0.05	2160953785	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
701	KangSchaferRCT	500	True	0.05	2151949919	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
702	KangSchaferRCT	500	True	0.05	3678595840	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
703	KangSchaferRCT	500	True	0.05	2316608503	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
704	KangSchaferRCT	500	True	0.05	2829067588	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
705	KangSchaferRCT	500	True	0.05	2937602028	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
706	KangSchaferRCT	500	True	0.05	699798019	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
707	KangSchaferRCT	500	True	0.05	2645060623	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
708	KangSchaferRCT	500	True	0.05	303090455	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
709	KangSchaferRCT	500	True	0.05	4053983567	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
710	KangSchaferRCT	500	True	0.05	2759169782	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
711	KangSchaferRCT	500	True	0.05	4055529729	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
712	KangSchaferRCT	500	True	0.05	113865200	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
713	KangSchaferRCT	500	True	0.05	3724591067	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
714	KangSchaferRCT	500	True	0.05	2515886975	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
715	KangSchaferRCT	500	True	0.05	2733332639	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
716	KangSchaferRCT	500	True	0.05	4038258138	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
717	KangSchaferRCT	500	True	0.05	3440051027	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
718	KangSchaferRCT	500	True	0.05	2471642775	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
719	KangSchaferRCT	500	True	0.05	2908415883	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
720	KangSchaferRCT	500	True	0.05	1667177137	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
721	KangSchaferRCT	500	True	0.05	2462592674	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
722	KangSchaferRCT	500	True	0.05	2762901883	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
723	KangSchaferRCT	500	True	0.05	551904800	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
724	KangSchaferRCT	500	True	0.05	1968181152	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
725	KangSchaferRCT	500	True	0.05	3484095420	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
726	KangSchaferRCT	500	True	0.05	2343406258	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
727	KangSchaferRCT	500	True	0.05	3524619690	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
728	KangSchaferRCT	500	True	0.05	4043560548	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
729	KangSchaferRCT	500	True	0.05	2688390411	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
730	KangSchaferRCT	500	True	0.05	1658298178	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
731	KangSchaferRCT	500	True	0.05	3523706432	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
732	KangSchaferRCT	500	True	0.05	4128282016	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
733	KangSchaferRCT	500	True	0.05	2798105767	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
734	KangSchaferRCT	500	True	0.05	3888451401	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
735	KangSchaferRCT	500	True	0.05	887702570	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
736	KangSchaferRCT	500	True	0.05	840916523	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
737	KangSchaferRCT	500	True	0.05	1176654108	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
738	KangSchaferRCT	500	True	0.05	297904524	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
739	KangSchaferRCT	500	True	0.05	921653259	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
740	KangSchaferRCT	500	True	0.05	432838238	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
741	KangSchaferRCT	500	True	0.05	1620315437	Chiseling	0	random_forest_learner	0.7	5.0	25.0	2	0	0	True		False	50	chiseling
