dgp	n	sigma	tau	alpha	test_thresh	learner	subgroup_size	strategy	bonf_strategy	n_burn_in	margin_width	train_ratio	n_min	reveal_batch_prop	refit_batch_prop	n_sims	task_id	random_seed
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1559	2570291826
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1560	2980485874
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1561	2428839843
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1562	2330983715
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1563	3075965721
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1564	1081468714
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1565	2572811546
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1566	1484752964
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1567	3551073939
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1568	779956234
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1569	4119194877
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1570	3901765449
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1571	1471130471
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1572	2505648677
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1573	976465029
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1574	1721643719
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1575	1819334678
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1576	1984299822
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1577	1236648281
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1578	4068550957
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1579	2641191274
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1580	658639243
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1581	3916376281
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1582	2517837964
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1583	597499495
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1584	2172775357
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1585	432909521
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1586	2626175960
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1587	1099578336
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1588	77782638
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1589	3118556775
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1590	3745743675
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1591	2546756266
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1592	4003417547
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1593	439000043
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1594	2427228515
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1595	3946003439
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1596	2992092483
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1597	3393387652
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1598	3962104695
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.5	30			50	1599	98881316
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1600	3037566791
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1601	2797600894
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1602	655150185
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1603	3312479216
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1604	2475139675
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1605	1608187678
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1606	2605821305
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1607	296015752
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1608	1821627381
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1609	332091442
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1610	3163003932
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1611	447737293
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1612	4013075751
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1613	3609660712
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1614	3975286485
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1615	3911367434
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1616	1936340374
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1617	527468288
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1618	486353709
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1619	1013208676
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1620	4229860756
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1621	710905177
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1622	3603039853
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1623	800242083
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1624	535422133
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1625	3596995542
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1626	3954985784
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1627	1426557952
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1628	3736176446
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1629	1337642933
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1630	2228392502
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1631	976656754
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1632	2539508647
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1633	2610886542
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1634	1713703572
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1635	1629105582
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1636	235199432
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1637	3196527924
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1638	1439661192
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1639	882958537
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1640	3448229299
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1641	3383531832
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1642	19894388
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1643	2592964249
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1644	1432368040
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1645	490774306
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1646	1710121534
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1647	1780283635
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1648	2308096536
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.6	30			50	1649	3708782169
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1650	3950749770
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1651	3964084005
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1652	1487544705
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1653	2000166790
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1654	1490152657
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1655	2065179098
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1656	3167543713
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1657	3944733018
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1658	1942261264
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1659	2521438847
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1660	964670378
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1661	141075386
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1662	1943212907
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1663	3920229114
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1664	604976306
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1665	1066124469
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1666	757576343
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1667	2480910360
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1668	2140473286
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1669	710874291
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1670	1799271109
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1671	145509876
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1672	3929233239
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1673	1337767072
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1674	1556469936
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1675	3352203548
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1676	2493607998
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1677	1192227818
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1678	2715554453
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1679	945310361
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1680	56240283
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1681	913457009
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1682	2849871316
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1683	2212654128
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1684	764658630
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1685	4189918032
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1686	4127765587
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1687	1971342696
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1688	638501552
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1689	2393608339
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1690	1780797045
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1691	3696386389
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1692	366574043
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1693	2298106942
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1694	4281542332
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1695	792261991
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1696	2156911152
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1697	1286754630
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1698	2557159168
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.7	30			50	1699	1331168991
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1700	288091276
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1701	1706468317
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1702	3221055702
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1703	1833044402
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1704	901537658
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1705	3435037623
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1706	3857113810
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1707	1500605757
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1708	881068063
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1709	2011040413
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1710	818997532
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1711	2684251440
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1712	156979628
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1713	1622320604
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1714	2027512093
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1715	3593018511
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1716	2425974183
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1717	2523094034
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1718	282216465
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1719	1262912256
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1720	3330865741
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1721	3066860914
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1722	1946860718
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1723	2266229745
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1724	2252239041
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1725	2295470581
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1726	1893061595
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1727	2066257008
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1728	1721264241
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1729	2134650077
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1730	2403636901
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1731	3287180210
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1732	666751806
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1733	442302083
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1734	781375360
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1735	1436077319
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1736	3701341084
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1737	324284470
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1738	4063534950
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1739	3235167874
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1740	1603351327
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1741	1169527561
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1742	1162839497
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1743	3854434258
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1744	2765956973
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1745	2261637281
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1746	1755499899
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1747	3439194080
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1748	109033558
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.8	30			50	1749	4204478518
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1750	670670299
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1751	3606865695
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1752	3075077297
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1753	3723709830
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1754	2830056796
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1755	1752280071
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1756	116376384
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1757	2369630520
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1758	953363190
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1759	1090443074
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1760	992458711
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1761	842299350
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1762	2885757370
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1763	2171139838
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1764	84656124
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1765	2555715911
KangSchaferRCT	500	125	24.45	0.05	0	ridgecv_learner	0.75	SimulDataSplittingStrategy				0.9	30			50	1766	447142965
