dgp	alpha	SPECIAL_TOKEN_NULLDGPS	n	d	binary	cov_type	err_type	SPECIAL_TOKEN_NULLDGPS_TRANSFORM_TYPE	test_thresh	learner	strategy	n_burn_in	margin_width	reveal_batch_prop	refit_batch_prop	n_min	shrink_to_boundary	n_sims	task_id	random_seed
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	774	762097033
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	775	1818793828
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	776	3223865800
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	777	2441776023
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	778	3465328831
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	779	2473577186
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	780	4254187184
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	781	3142403170
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	782	1772179439
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	783	548423203
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	784	1597805521
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	785	1073812464
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	786	3334668262
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	787	2493417567
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	788	1463740055
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	789	3724237462
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	790	3997572285
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	791	2413199071
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	792	3686854692
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	793	1024765707
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	794	1842515312
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	795	2919911094
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	796	3224966668
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	797	3177883926
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	798	3240736984
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	799	1023216482
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	800	442913640
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	801	1622333213
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	802	3876435216
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	803	2294919024
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	804	2170042429
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	805	2132714067
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	806	3549607791
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	807	1673396952
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	808	1374602581
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	809	1278333324
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	810	3846243002
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	811	429431826
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	812	1671608496
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	813	229717603
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	814	46547339
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	815	4116904380
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	816	3888585960
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	817	3638452114
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	818	392073291
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	819	1524306184
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	820	1371441606
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	821	4109428507
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	822	4080485069
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	823	2906704606
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	824	4082826623
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	825	2072411699
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	826	2462896978
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	827	2117529081
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	828	2713720174
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	829	357703823
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	830	1926058868
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	831	393866308
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	832	1259330658
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	833	2587464075
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	834	1411603480
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	835	2378136499
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	836	2888444794
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	837	913659348
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	838	3231423971
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	839	4063874612
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	840	3399806102
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	841	3355640975
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	842	3391384120
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	843	487326758
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	844	391727212
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	845	3998310068
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	846	2123519017
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	847	4184364217
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	848	247212966
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	849	4277492109
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	850	2360208606
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	851	239964793
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	852	1896359044
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	853	3165543586
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	854	3812660438
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	855	2344690396
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	856	1507168490
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	857	3031523146
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	858	502798993
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	859	4160328430
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	860	614144587
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	861	2955066376
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	862	3270663241
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	863	3594732473
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	864	2655226347
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	865	3723172752
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	866	434318588
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	867	3601247461
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	868	361235974
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	869	1830048941
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	870	3010639500
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	871	955958439
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	872	312514729
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	873	1703605640
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	874	3529862065
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	875	3830668058
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	876	3033287289
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	877	629662913
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	878	349390340
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	879	2204719132
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	880	364375204
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	881	1001706917
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	882	4237584722
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	883	2496687751
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	884	1607480815
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	885	3707151724
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	886	1591895872
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	887	3781117269
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	888	3490947571
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	889	1016555152
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	890	4068401662
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	891	3898514758
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	892	4234842328
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	893	2542142764
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	894	3235734659
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	895	1504175907
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	896	1616022597
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	897	3041615099
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	898	358632862
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	899	2068743954
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	900	3337820604
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	901	1623444331
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	902	2398327989
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	903	3028314278
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	904	1822019674
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	905	1068262089
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	906	3892762457
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	907	1418423826
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	908	477589542
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	909	1865956477
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	910	2115808706
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	911	1089556652
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	912	48763532
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	913	1740329713
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	914	2012882139
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	915	2454457981
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	916	241820729
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	917	3182458515
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	918	510319067
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	919	3295076807
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	920	504771388
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	921	3533857662
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	922	2788337000
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	923	3196364710
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	924	3204238336
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	925	2925042050
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	926	2505549772
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	927	1020082523
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	928	4132499645
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	929	1718944248
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	930	1610056894
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	931	2051769851
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	932	1227124080
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	933	356015512
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	934	3730604855
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	935	2269332384
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	936	960336805
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	937	1874048116
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	938	4137009285
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	939	3445033017
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	940	52203051
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	941	4200051372
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	942	4165597855
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	943	2388023468
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	944	185370428
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	945	1385927470
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	946	3827430548
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	947	186404943
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	948	2266458997
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	949	3971312852
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	950	4264751306
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	951	3947571963
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	952	316953828
NullDGPs	0.05	True	100	150	False	expo	hetnorm	aipw	0.0	random_forest_learner	Chiseling	0.1	1	0.05	0.1	30	True	40	953	1086584483
