dgp	n	d	s	q	tau	tau0	alpha	test_thresh	learner	task_label	strategy	n_burn_in	margin_width	alpha_init	n_min	reveal_batch_prop	refit_batch_prop	n_sims	task_id	random_seed
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	890	4068401662
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	891	3898514758
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	892	4234842328
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	893	2542142764
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	894	3235734659
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	895	1504175907
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	896	1616022597
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	897	3041615099
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	898	358632862
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	899	2068743954
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleSimulStrategy				30	0.01	0.05	250	900	3337820604
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleSimulStrategy				30	0.01	0.05	250	901	1623444331
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleSimulStrategy				30	0.01	0.05	250	902	2398327989
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleSimulStrategy				30	0.01	0.05	250	903	3028314278
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleSimulStrategy				30	0.01	0.05	250	904	1822019674
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleSimulStrategy				30	0.01	0.05	250	905	1068262089
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleSimulStrategy				30	0.01	0.05	250	906	3892762457
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleSimulStrategy				30	0.01	0.05	250	907	1418423826
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleSimulStrategy				30	0.01	0.05	250	908	477589542
NonNegRCT	1000	2	2	0.38421052631578945	0.26027397260273977	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleSimulStrategy				30	0.01	0.05	250	909	1865956477
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	910	2115808706
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	911	1089556652
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	912	48763532
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	913	1740329713
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	914	2012882139
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	915	2454457981
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	916	241820729
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	917	3182458515
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	918	510319067
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	919	3295076807
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	920	504771388
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	921	3533857662
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	922	2788337000
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	923	3196364710
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	924	3204238336
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	925	2925042050
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	926	2505549772
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	927	1020082523
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	928	4132499645
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	929	1718944248
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	930	1610056894
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	931	2051769851
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	932	1227124080
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	933	356015512
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	934	3730604855
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	935	2269332384
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	936	960336805
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	937	1874048116
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	938	4137009285
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	939	3445033017
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	940	52203051
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	941	4200051372
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	942	4165597855
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	943	2388023468
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	944	185370428
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	945	1385927470
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	946	3827430548
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	947	186404943
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	948	2266458997
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	949	3971312852
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	950	4264751306
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	951	3947571963
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	952	316953828
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	953	1086584483
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	954	2378786018
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	955	2986768018
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	956	4163122707
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	957	323988920
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	958	2246688145
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	959	713889838
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	960	2703246568
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	961	931188016
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	962	2988217869
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	963	1264841870
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	964	1952239006
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	965	4277063168
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	966	2695341428
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	967	2993270325
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	968	2509610869
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	969	1650134274
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	970	3870444175
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	971	3165823446
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	972	195190712
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	973	3930987466
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	974	1206727691
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	975	4117595465
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	976	4081986271
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	977	248523535
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	978	3823653831
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	979	1694458213
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	980	1957030859
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	981	458513815
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	982	2663449243
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	983	1441649012
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	984	1191343111
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	985	728769657
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	986	807974235
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	987	2778192547
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	988	1991569497
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	989	1667600007
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	990	1517636281
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	991	985242939
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	992	2506783921
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	993	1142194715
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	994	333867739
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	995	1547670372
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	996	4184993832
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	997	1116476131
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	998	4235742911
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	999	1946654618
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	1000	2998581749
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	1001	138795966
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	1002	2302516368
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	1003	1201575112
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	1004	1329410976
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	1005	1766119412
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	1006	3495222995
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	1007	2588928460
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	1008	2940898011
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.05	25	1009	1163754223
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	TTestStrategy				30	0.01	0.05	250	1010	698434460
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	TTestStrategy				30	0.01	0.05	250	1011	572025740
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	TTestStrategy				30	0.01	0.05	250	1012	3912402477
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	TTestStrategy				30	0.01	0.05	250	1013	327278114
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	TTestStrategy				30	0.01	0.05	250	1014	3532770556
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	TTestStrategy				30	0.01	0.05	250	1015	4039553413
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	TTestStrategy				30	0.01	0.05	250	1016	4079359569
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	TTestStrategy				30	0.01	0.05	250	1017	1789451122
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	TTestStrategy				30	0.01	0.05	250	1018	3116941567
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	TTestStrategy				30	0.01	0.05	250	1019	2496074436
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	1020	2634598190
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	1021	3947833240
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	1022	1796340161
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	1023	355401737
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	1024	4006038327
NonNegRCT	1000	2	2	0.43157894736842106	0.23170731707317074	0.0	0.05	0	nonneg_rct_causal_random_forest_learner	nonneg	OracleStrategy				30	0.01	0.05	250	1025	3765232413
