dgp	n	d	q	tau	tau0	alpha	test_thresh	learner	task_label	strategy	n_burn_in	margin_width	alpha_init	n_min	reveal_batch_prop	refit_batch_prop	n_sims	task_id	random_seed
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	1000	663	516103253
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	1000	664	61819576
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	1000	665	1468362012
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	1000	666	498528205
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	1000	667	394274011
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	1000	668	197579844
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	TTestStrategy				30	0.01	0.01	1000	669	404401198
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	1000	670	174928880
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	1000	671	1337509981
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	1000	672	3674175213
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	1000	673	4206965693
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	1000	674	3022187507
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	1000	675	753037764
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	1000	676	2036561099
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	1000	677	73706383
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	1000	678	420194521
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleStrategy				30	0.01	0.01	1000	679	3278625241
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	1000	680	2111474095
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	1000	681	3465664852
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	1000	682	2033545766
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	1000	683	1487365731
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	1000	684	743896352
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	1000	685	1995758845
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	1000	686	1863378653
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	1000	687	2790756708
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	1000	688	1711564822
LinearNonNegRCT	1000	5	0.19473684210526315	0.5135135135135136	0.0	0.05	0	linreg_learner	nonneg	OracleSimulStrategy				30	0.01	0.01	1000	689	206411513
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	690	2645056009
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	691	4076549877
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	692	2727706436
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	693	3808263267
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	694	194579233
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	695	1120529587
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	696	1608948958
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	697	65732489
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	698	2688047865
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	699	4009078418
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	700	2160953785
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	701	2151949919
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	702	3678595840
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	703	2316608503
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	704	2829067588
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	705	2937602028
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	706	699798019
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	707	2645060623
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	708	303090455
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	709	4053983567
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	710	2759169782
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	711	4055529729
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	712	113865200
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	713	3724591067
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	714	2515886975
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	715	2733332639
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	716	4038258138
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	717	3440051027
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	718	2471642775
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	719	2908415883
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	720	1667177137
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	721	2462592674
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	722	2762901883
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	723	551904800
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	724	1968181152
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	725	3484095420
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	726	2343406258
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	727	3524619690
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	728	4043560548
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	729	2688390411
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	730	1658298178
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	731	3523706432
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	732	4128282016
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	733	2798105767
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	734	3888451401
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	735	887702570
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	736	840916523
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	737	1176654108
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	738	297904524
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	739	921653259
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	740	432838238
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	741	1620315437
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	742	78262145
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	743	167345404
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	744	405629426
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	745	2655380209
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	746	2933491746
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	747	1445489366
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	748	305752912
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	749	2816307289
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	750	1369989895
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	751	1655265884
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	752	3628711833
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	753	2927508425
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	754	99952217
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	755	1462971389
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	756	3498115489
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	757	1119674482
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	758	1210557032
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	759	2130464646
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	760	507514051
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	761	2975941433
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	762	2992463348
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	763	1496094321
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	764	2701288940
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	765	4022873162
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	766	3768713628
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	767	168303991
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	768	3157106083
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	769	1795064536
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	770	3450924308
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	771	4155726844
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	772	1211329272
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	773	2353521315
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	774	762097033
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	775	1818793828
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	776	3223865800
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	777	2441776023
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	778	3465328831
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	779	2473577186
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	780	4254187184
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	781	3142403170
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	782	1772179439
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	783	548423203
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	784	1597805521
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	785	1073812464
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	786	3334668262
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	787	2493417567
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	788	1463740055
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	789	3724237462
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	790	3997572285
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	791	2413199071
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	792	3686854692
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	793	1024765707
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	794	1842515312
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	795	2919911094
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	796	3224966668
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	797	3177883926
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	798	3240736984
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	799	1023216482
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	800	442913640
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	801	1622333213
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	802	3876435216
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	803	2294919024
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	804	2170042429
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	805	2132714067
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	806	3549607791
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	807	1673396952
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	808	1374602581
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	809	1278333324
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	810	3846243002
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	811	429431826
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	812	1671608496
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	813	229717603
LinearNonNegRCT	1000	5	0.24210526315789474	0.41304347826086957	0.0	0.05	0	linreg_learner	nonneg	Chiseling	0.1	1.0	0.025	30	0.01	0.01	50	814	46547339
