task_id	dgp	n	d	s_prog	s_effect	theta_prog	theta_effect	tau	ipw_transform	alpha	random_seed	strategy	test_thresh	learner	n_burn_in	n_min	margin_width	alpha_min	alpha_spending_fn	substitute_t_test	train_ratio	n_sims	task_label
1486	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2159167630	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1487	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2480284640	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1488	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	997345944	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1489	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1526270096	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1490	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3863643360	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1491	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1681402862	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1492	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1648800246	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1493	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2284310465	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1494	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2334541773	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1495	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	286126900	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1496	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3893268071	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1497	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	983656551	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1498	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2681081778	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1499	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2331520038	Chiseling	0	linreg_learner	0.55	2	0	0	instantaneous	True		50	chiseling
1500	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	502073266	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1501	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1853399237	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1502	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	4036548229	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1503	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1429432898	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1504	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2695985542	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1505	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3137684658	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1506	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1438408647	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1507	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2979494441	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1508	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	598169023	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1509	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	716103155	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1510	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3410312206	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1511	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3773683310	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1512	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2663192220	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1513	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2127828256	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1514	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2291197939	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1515	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3184550365	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1516	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3839239398	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1517	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2461664154	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1518	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3386999203	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1519	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	4285057180	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1520	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	651438629	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1521	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3231546808	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1522	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1338836064	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1523	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3036457980	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1524	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1067252708	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1525	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3343941018	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1526	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3195225014	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1527	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	614730016	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1528	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	144020733	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1529	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	878512323	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1530	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2447657557	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1531	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3066881857	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1532	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3274735113	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1533	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2121634308	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1534	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3765679738	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1535	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3241133897	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1536	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1469229920	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1537	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	442020981	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1538	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3527273253	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1539	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2304169868	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1540	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	475159710	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1541	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1627026222	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1542	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3635484899	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1543	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1962801004	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1544	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	547559639	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1545	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2593979315	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1546	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1706335927	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1547	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2157312014	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1548	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3424357532	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1549	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2318683783	Chiseling	0	linreg_learner	0.6	2	0	0	instantaneous	True		50	chiseling
1550	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	643890436	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1551	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2088889500	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1552	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	984627246	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1553	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1756449091	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1554	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3102051147	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1555	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3315207852	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1556	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3092533377	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1557	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	52411802	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1558	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2753708126	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1559	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2570291826	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1560	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2980485874	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1561	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2428839843	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1562	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2330983715	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1563	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3075965721	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1564	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1081468714	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1565	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2572811546	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1566	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1484752964	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1567	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3551073939	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1568	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	779956234	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1569	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	4119194877	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1570	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3901765449	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1571	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1471130471	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1572	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2505648677	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1573	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	976465029	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1574	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1721643719	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1575	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1819334678	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1576	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1984299822	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1577	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1236648281	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1578	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	4068550957	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1579	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2641191274	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1580	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	658639243	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1581	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3916376281	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1582	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2517837964	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1583	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	597499495	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1584	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2172775357	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1585	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	432909521	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1586	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2626175960	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1587	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1099578336	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1588	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	77782638	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1589	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3118556775	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1590	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3745743675	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1591	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2546756266	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1592	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	4003417547	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1593	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	439000043	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1594	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2427228515	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1595	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3946003439	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1596	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2992092483	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1597	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3393387652	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1598	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3962104695	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1599	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	98881316	Chiseling	0	linreg_learner	0.65	2	0	0	instantaneous	True		50	chiseling
1600	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3037566791	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1601	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2797600894	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1602	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	655150185	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1603	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3312479216	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1604	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2475139675	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1605	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1608187678	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1606	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2605821305	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1607	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	296015752	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1608	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1821627381	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1609	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	332091442	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1610	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3163003932	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1611	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	447737293	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1612	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	4013075751	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1613	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3609660712	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1614	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3975286485	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1615	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3911367434	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1616	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1936340374	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1617	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	527468288	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1618	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	486353709	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1619	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1013208676	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1620	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	4229860756	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1621	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	710905177	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1622	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3603039853	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1623	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	800242083	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1624	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	535422133	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1625	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3596995542	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1626	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3954985784	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1627	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1426557952	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1628	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3736176446	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1629	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1337642933	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1630	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2228392502	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1631	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	976656754	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1632	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2539508647	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1633	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2610886542	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1634	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1713703572	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1635	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1629105582	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1636	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	235199432	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1637	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3196527924	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1638	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1439661192	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1639	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	882958537	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1640	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3448229299	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1641	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3383531832	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1642	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	19894388	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1643	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2592964249	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1644	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1432368040	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1645	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	490774306	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1646	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1710121534	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1647	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1780283635	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1648	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2308096536	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1649	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3708782169	Chiseling	0	linreg_learner	0.7	2	0	0	instantaneous	True		50	chiseling
1650	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3950749770	Chiseling	0	linreg_learner	0.75	2	0	0	instantaneous	True		50	chiseling
1651	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3964084005	Chiseling	0	linreg_learner	0.75	2	0	0	instantaneous	True		50	chiseling
1652	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1487544705	Chiseling	0	linreg_learner	0.75	2	0	0	instantaneous	True		50	chiseling
1653	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2000166790	Chiseling	0	linreg_learner	0.75	2	0	0	instantaneous	True		50	chiseling
1654	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	1490152657	Chiseling	0	linreg_learner	0.75	2	0	0	instantaneous	True		50	chiseling
1655	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	2065179098	Chiseling	0	linreg_learner	0.75	2	0	0	instantaneous	True		50	chiseling
1656	BasicLinearRCT	1500	20	20	20	0	0.4	0	True	0.05	3167543713	Chiseling	0	linreg_learner	0.75	2	0	0	instantaneous	True		50	chiseling
