dgp	bart_path	n	alpha	test_thresh	n_min	learner	strategy	bonf_strategy	n_burn_in	margin_width	train_ratio	reveal_batch_prop	refit_batch_prop	n_sims	save_subgroup_membership	task_id	random_seed
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2804	157502584
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2805	2600766570
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2806	3162822564
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2807	1532152494
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2808	2851018724
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2809	2291416267
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2810	2038524068
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2811	3357763888
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2812	3625684464
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2813	3029608055
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2814	3460326955
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2815	1917138743
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2816	2514077851
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2817	3711780206
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2818	3729196750
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2819	2397194117
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2820	884081259
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2821	2318877946
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2822	480691132
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2823	146835347
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2824	1158565745
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2825	4237814093
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2826	245186177
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2827	528155592
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2828	2281355774
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2829	992699684
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2830	4022690835
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2831	222036249
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2832	168979228
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2833	2748791808
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2834	524458102
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2835	965084194
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2836	1942180037
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2837	773138916
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2838	4010962676
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2839	380343354
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2840	1357880132
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2841	443708576
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2842	2178556912
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2843	2511141554
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2844	178554061
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2845	2955830283
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2846	637129193
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2847	1706729747
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2848	4237544116
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2849	2061142257
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2850	4145153239
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2851	2946209018
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2852	21217066
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2853	74645629
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2854	4088000481
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2855	1387835608
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2856	2744999217
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2857	4179423004
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2858	3727680696
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.2	1.0		0.01	0.05	25	False	2859	2491563046
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2860	1953092830
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2861	1091886263
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2862	2214468078
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2863	2240813482
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2864	2099580081
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2865	1471685526
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2866	2864160171
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2867	2285974821
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2868	599797587
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2869	540055702
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2870	128735615
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2871	570005117
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2872	1322549036
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2873	616509747
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2874	3026580815
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2875	4036495281
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2876	866953961
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2877	3147776891
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2878	2892370294
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2879	697424903
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2880	4165740529
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2881	808953172
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2882	403300480
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2883	3138888694
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2884	2888804103
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2885	670718620
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2886	1905892703
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2887	1007433061
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2888	3728642564
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2889	4137543150
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2890	760852565
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2891	1096533166
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2892	2974805793
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2893	2841689280
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2894	3599677750
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2895	4203189366
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2896	4057087193
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2897	1607592362
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2898	2934527945
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2899	75230621
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2900	2135349361
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2901	1048604625
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2902	2653633680
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2903	3568590361
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2904	3731918471
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2905	3713466670
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2906	2450750183
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2907	3300765552
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2908	130511435
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2909	485802970
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2910	3998394183
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2911	3416691032
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2912	2961494829
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2913	3945691075
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2914	2905602848
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2915	2579598336
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2916	926317714
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2917	4041028894
BARTDataset	/n/home04/ncheng/research/chiseling/chiseling/notebooks/bart_analysis/bart_dataset_processed.tsv.gz	1500	0.05	0.35	30	causal_random_forest_classifier_learner	Chiseling		0.3	0.0		0.01	0.05	25	False	2918	2829891535
