dgp	n	d	s	rho	theta	tau	alpha	test_thresh	learner	subgroup_size	strategy	bonf_strategy	n_burn_in	margin_width	train_ratio	n_min	n_sims	task_id	random_seed
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1379	4157502873
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1380	1390191733
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1381	3053517635
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1382	1827235602
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1383	856875731
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1384	2180169952
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1385	3162157587
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1386	1041141872
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1387	2275645579
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1388	493220398
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1389	3037530112
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1390	2622593113
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1391	3297587853
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1392	1239658815
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1393	374908453
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1394	2496399140
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1395	2173699965
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1396	662982794
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1397	4002971134
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1398	2066480995
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1399	1377147724
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1400	2287454186
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1401	2550708482
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1402	222580384
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1403	1585832837
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1404	1445704369
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1405	1951066103
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1406	577306633
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1407	2356232452
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1408	272193430
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1409	2357601929
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1410	4251846827
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1411	866425729
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1412	1384499212
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1413	2940212391
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1414	3478384257
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1415	377390675
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1416	1093673280
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1417	596247870
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1418	2927031908
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1419	11643208
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1420	3265153808
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1421	501205768
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1422	2558248906
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1423	2032233358
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.6	30	50	1424	2025404311
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1425	2603187749
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1426	1768843254
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1427	3411447202
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1428	1498377821
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1429	458269790
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1430	3992297264
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1431	3653846596
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1432	3567483197
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1433	3203936187
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1434	4144759019
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1435	1754572721
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1436	533852493
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1437	4006938484
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1438	3139051895
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1439	4256009674
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1440	4030141576
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1441	880476065
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1442	778390091
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1443	1628774370
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1444	285599266
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1445	3979069952
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1446	3183088935
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1447	3099233599
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1448	2467343253
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1449	206564923
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1450	3615627071
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1451	3356579164
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1452	600317767
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1453	3555979018
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1454	3415647080
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1455	3223381220
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1456	865982733
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1457	3433985851
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1458	702896925
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1459	3543917858
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1460	705516244
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1461	800603300
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1462	3498571780
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1463	1012288338
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1464	2857000314
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1465	2721972301
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1466	2246548889
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1467	3899255357
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1468	1541165187
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1469	1358053976
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1470	3767547628
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1471	2526757929
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1472	1685538904
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1473	2933385617
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.7	30	50	1474	3507267879
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1475	1941104455
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1476	1886070054
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1477	3065672295
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1478	1618963981
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1479	3864042271
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1480	1987194546
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1481	2680495740
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1482	1294408101
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1483	2318341984
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1484	3210957846
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1485	1884394046
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1486	2159167630
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1487	2480284640
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1488	997345944
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1489	1526270096
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1490	3863643360
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1491	1681402862
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1492	1648800246
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1493	2284310465
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1494	2334541773
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1495	286126900
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1496	3893268071
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1497	983656551
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1498	2681081778
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1499	2331520038
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1500	502073266
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1501	1853399237
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1502	4036548229
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1503	1429432898
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1504	2695985542
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1505	3137684658
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1506	1438408647
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1507	2979494441
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1508	598169023
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1509	716103155
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1510	3410312206
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1511	3773683310
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1512	2663192220
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1513	2127828256
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1514	2291197939
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1515	3184550365
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1516	3839239398
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1517	2461664154
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1518	3386999203
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1519	4285057180
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1520	651438629
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1521	3231546808
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1522	1338836064
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1523	3036457980
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.8	30	50	1524	1067252708
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1525	3343941018
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1526	3195225014
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1527	614730016
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1528	144020733
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1529	878512323
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1530	2447657557
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1531	3066881857
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1532	3274735113
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1533	2121634308
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1534	3765679738
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1535	3241133897
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1536	1469229920
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1537	442020981
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1538	3527273253
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1539	2304169868
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1540	475159710
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1541	1627026222
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1542	3635484899
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1543	1962801004
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1544	547559639
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1545	2593979315
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1546	1706335927
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1547	2157312014
HeterogeneousLinearRCT	1000	100	5	0.2	0.4	0.0	0.05	0	ridgecv_learner	0.5	SimulDataSplittingStrategy				0.9	30	50	1548	3424357532
