dgp	benchtm_path	n	scenario	outcome_transform	alpha	test_thresh	learner	strategy	reveal_batch_prop	refit_batch_prop	train_ratio	n_burn_in	margin_width	reveal_batch_size	refit_batch_size	n_sims	task_id	random_seed
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	757	1119674482
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	758	1210557032
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	759	2130464646
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	760	507514051
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	761	2975941433
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	762	2992463348
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	763	1496094321
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	764	2701288940
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	765	4022873162
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	766	3768713628
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	767	168303991
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	768	3157106083
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	769	1795064536
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	770	3450924308
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	771	4155726844
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	772	1211329272
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	773	2353521315
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	774	762097033
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	775	1818793828
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	776	3223865800
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	777	2441776023
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	778	3465328831
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	779	2473577186
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	780	4254187184
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	781	3142403170
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	782	1772179439
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	783	548423203
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	784	1597805521
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	785	1073812464
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	786	3334668262
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	787	2493417567
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	788	1463740055
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	789	3724237462
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	790	3997572285
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	791	2413199071
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	792	3686854692
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	793	1024765707
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	794	1842515312
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	795	2919911094
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	796	3224966668
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	797	3177883926
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	798	3240736984
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	Chiseling	0.01	0.05		0.05	1.0	4.0	21.0	50	799	1023216482
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.1					500	800	442913640
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.1					500	801	1622333213
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.1					500	802	3876435216
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.1					500	803	2294919024
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.1					500	804	2170042429
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.2					500	805	2132714067
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.2					500	806	3549607791
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.2					500	807	1673396952
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.2					500	808	1374602581
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.2					500	809	1278333324
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.3					500	810	3846243002
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.3					500	811	429431826
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.3					500	812	1671608496
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.3					500	813	229717603
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.3					500	814	46547339
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.4					500	815	4116904380
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.4					500	816	3888585960
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.4					500	817	3638452114
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.4					500	818	392073291
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.4					500	819	1524306184
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.5					500	820	1371441606
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.5					500	821	4109428507
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.5					500	822	4080485069
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.5					500	823	2906704606
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.5					500	824	4082826623
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.6					500	825	2072411699
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.6					500	826	2462896978
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.6					500	827	2117529081
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.6					500	828	2713720174
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.6					500	829	357703823
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.7					500	830	1926058868
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.7					500	831	393866308
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.7					500	832	1259330658
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.7					500	833	2587464075
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.7					500	834	1411603480
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.8					500	835	2378136499
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.8					500	836	2888444794
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.8					500	837	913659348
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.8					500	838	3231423971
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.8					500	839	4063874612
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.9					500	840	3399806102
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.9					500	841	3355640975
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.9					500	842	3391384120
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.9					500	843	487326758
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	DataSplittingStrategy			0.9					500	844	391727212
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.1					500	845	3998310068
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.1					500	846	2123519017
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.1					500	847	4184364217
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.1					500	848	247212966
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.1					500	849	4277492109
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.2					500	850	2360208606
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.2					500	851	239964793
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.2					500	852	1896359044
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.2					500	853	3165543586
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.2					500	854	3812660438
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.3					500	855	2344690396
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.3					500	856	1507168490
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.3					500	857	3031523146
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.3					500	858	502798993
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.3					500	859	4160328430
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.4					500	860	614144587
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.4					500	861	2955066376
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.4					500	862	3270663241
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.4					500	863	3594732473
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.4					500	864	2655226347
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.5					500	865	3723172752
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.5					500	866	434318588
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.5					500	867	3601247461
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.5					500	868	361235974
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.5					500	869	1830048941
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.6					500	870	3010639500
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.6					500	871	955958439
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.6					500	872	312514729
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.6					500	873	1703605640
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.6					500	874	3529862065
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.7					500	875	3830668058
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.7					500	876	3033287289
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.7					500	877	629662913
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.7					500	878	349390340
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.7					500	879	2204719132
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.8					500	880	364375204
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.8					500	881	1001706917
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.8					500	882	4237584722
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.8					500	883	2496687751
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.8					500	884	1607480815
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.9					500	885	3707151724
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.9					500	886	1591895872
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	433	10	aipw_intercept_fair	0.05	0	causal_random_forest_learner	SimulDataSplittingStrategy			0.9					500	887	3781117269
