dgp	alpha	SPECIAL_TOKEN_NULLDGPS	n	d	binary	cov_type	err_type	SPECIAL_TOKEN_NULLDGPS_TRANSFORM_TYPE	test_thresh	learner	strategy	n_burn_in	margin_width	reveal_batch_prop	refit_batch_prop	shrink_to_boundary	n_min	n_sims	task_id	random_seed
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1533	2121634308
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1534	3765679738
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1535	3241133897
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1536	1469229920
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1537	442020981
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1538	3527273253
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1539	2304169868
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1540	475159710
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1541	1627026222
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1542	3635484899
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1543	1962801004
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1544	547559639
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1545	2593979315
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1546	1706335927
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1547	2157312014
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1548	3424357532
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1549	2318683783
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1550	643890436
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1551	2088889500
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1552	984627246
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1553	1756449091
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1554	3102051147
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1555	3315207852
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1556	3092533377
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1557	52411802
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1558	2753708126
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1559	2570291826
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1560	2980485874
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1561	2428839843
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1562	2330983715
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1563	3075965721
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1564	1081468714
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1565	2572811546
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1566	1484752964
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1567	3551073939
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1568	779956234
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1569	4119194877
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1570	3901765449
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1571	1471130471
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1572	2505648677
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1573	976465029
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1574	1721643719
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1575	1819334678
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1576	1984299822
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1577	1236648281
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1578	4068550957
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1579	2641191274
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1580	658639243
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1581	3916376281
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1582	2517837964
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1583	597499495
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1584	2172775357
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1585	432909521
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1586	2626175960
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1587	1099578336
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1588	77782638
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1589	3118556775
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1590	3745743675
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1591	2546756266
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1592	4003417547
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1593	439000043
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1594	2427228515
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1595	3946003439
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1596	2992092483
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1597	3393387652
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1598	3962104695
NullDGPs	0.05	True	5111	50	False	corrnorm	expo	aipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	511	25	1599	98881316
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1600	3037566791
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1601	2797600894
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1602	655150185
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1603	3312479216
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1604	2475139675
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1605	1608187678
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1606	2605821305
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1607	296015752
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1608	1821627381
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1609	332091442
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1610	3163003932
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1611	447737293
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1612	4013075751
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1613	3609660712
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1614	3975286485
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1615	3911367434
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1616	1936340374
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1617	527468288
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1618	486353709
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1619	1013208676
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1620	4229860756
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1621	710905177
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1622	3603039853
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1623	800242083
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1624	535422133
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1625	3596995542
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1626	3954985784
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1627	1426557952
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1628	3736176446
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1629	1337642933
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1630	2228392502
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1631	976656754
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1632	2539508647
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1633	2610886542
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1634	1713703572
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1635	1629105582
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1636	235199432
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1637	3196527924
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1638	1439661192
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1639	882958537
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1640	3448229299
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1641	3383531832
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1642	19894388
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1643	2592964249
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1644	1432368040
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1645	490774306
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1646	1710121534
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1647	1780283635
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1648	2308096536
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1649	3708782169
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1650	3950749770
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1651	3964084005
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1652	1487544705
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1653	2000166790
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1654	1490152657
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1655	2065179098
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1656	3167543713
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1657	3944733018
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1658	1942261264
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1659	2521438847
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1660	964670378
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1661	141075386
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1662	1943212907
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1663	3920229114
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1664	604976306
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1665	1066124469
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1666	757576343
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1667	2480910360
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1668	2140473286
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1669	710874291
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1670	1799271109
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1671	145509876
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1672	3929233239
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1673	1337767072
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1674	1556469936
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1675	3352203548
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1676	2493607998
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1677	1192227818
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1678	2715554453
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1679	945310361
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1680	56240283
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1681	913457009
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1682	2849871316
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1683	2212654128
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1684	764658630
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1685	4189918032
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1686	4127765587
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1687	1971342696
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1688	638501552
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1689	2393608339
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1690	1780797045
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1691	3696386389
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1692	366574043
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1693	2298106942
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1694	4281542332
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1695	792261991
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1696	2156911152
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1697	1286754630
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1698	2557159168
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1699	1331168991
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1700	288091276
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1701	1706468317
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1702	3221055702
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1703	1833044402
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1704	901537658
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1705	3435037623
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1706	3857113810
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1707	1500605757
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1708	881068063
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1709	2011040413
NullDGPs	0.05	True	6222	50	False	corrnorm	expo	ipw	0	ridgecv_learner	Chiseling	0.1	1	0.05	0.1	True	622	25	1710	818997532
