dgp	benchtm_path	n	scenario	outcome_transform	alpha	test_thresh	learner	strategy	bonf_strategy	n_burn_in	reveal_batch_prop	refit_batch_prop	margin_width	train_ratio	reveal_batch_size	refit_batch_size	n_sims	task_id	random_seed
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1558	2753708126
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1559	2570291826
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1560	2980485874
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1561	2428839843
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1562	2330983715
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1563	3075965721
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1564	1081468714
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1565	2572811546
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1566	1484752964
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1567	3551073939
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1568	779956234
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1569	4119194877
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1570	3901765449
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1571	1471130471
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1572	2505648677
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1573	976465029
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1574	1721643719
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1575	1819334678
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1576	1984299822
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1577	1236648281
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1578	4068550957
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1579	2641191274
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1580	658639243
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1581	3916376281
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1582	2517837964
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1583	597499495
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1584	2172775357
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1585	432909521
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1586	2626175960
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1587	1099578336
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1588	77782638
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1589	3118556775
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1590	3745743675
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1591	2546756266
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1592	4003417547
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1593	439000043
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1594	2427228515
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1595	3946003439
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1596	2992092483
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1597	3393387652
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1598	3962104695
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.0		5.0	25.0	50	1599	98881316
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1600	3037566791
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1601	2797600894
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1602	655150185
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1603	3312479216
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1604	2475139675
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1605	1608187678
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1606	2605821305
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1607	296015752
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1608	1821627381
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1609	332091442
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1610	3163003932
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1611	447737293
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1612	4013075751
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1613	3609660712
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1614	3975286485
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1615	3911367434
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1616	1936340374
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1617	527468288
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1618	486353709
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1619	1013208676
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1620	4229860756
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1621	710905177
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1622	3603039853
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1623	800242083
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1624	535422133
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1625	3596995542
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1626	3954985784
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1627	1426557952
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1628	3736176446
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1629	1337642933
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1630	2228392502
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1631	976656754
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1632	2539508647
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1633	2610886542
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1634	1713703572
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1635	1629105582
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1636	235199432
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1637	3196527924
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1638	1439661192
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1639	882958537
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1640	3448229299
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1641	3383531832
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1642	19894388
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1643	2592964249
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1644	1432368040
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1645	490774306
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1646	1710121534
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1647	1780283635
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1648	2308096536
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	0.5		5.0	25.0	50	1649	3708782169
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1650	3950749770
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1651	3964084005
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1652	1487544705
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1653	2000166790
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1654	1490152657
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1655	2065179098
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1656	3167543713
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1657	3944733018
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1658	1942261264
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1659	2521438847
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1660	964670378
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1661	141075386
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1662	1943212907
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1663	3920229114
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1664	604976306
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1665	1066124469
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1666	757576343
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1667	2480910360
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1668	2140473286
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1669	710874291
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1670	1799271109
BenchTM	/n/holylabs/janson_lab/Users/ncheng/chiseling/benchtm/processed_output/	500	1	aipw_intercept_fair	0.05	0	causal_random_forest_learner	BonferroniCombiner	Chiseling		0.01	0.05	1.0		5.0	25.0	50	1671	145509876
