dgp	n	d	q	tau	alpha	test_thresh	learner	strategy	n_burn_in	margin_width	alpha_init	refit_batch_prop	reveal_batch_prop	train_ratio	n_min	n_sims	task_id	random_seed
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2434	2922722253
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2435	988073043
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2436	2811104277
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2437	564080074
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2438	1173640730
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2439	3728264898
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2440	4083927888
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2441	4137069949
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2442	648788715
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2443	134442423
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2444	1856863835
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2445	3140781020
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2446	4052799508
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2447	3906378030
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2448	1802715087
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2449	3682333540
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2450	2742448058
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2451	4142583891
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2452	1707654917
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2453	3264579218
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2454	1177745336
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2455	1899658692
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2456	4226151810
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2457	1339823610
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2458	1758076160
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2459	1377579577
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2460	3840126843
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2461	3111371685
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2462	987647502
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2463	3203345569
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2464	915277756
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2465	860535970
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2466	133719871
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2467	3728559088
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2468	2798887704
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2469	3070575383
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2470	1582808587
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2471	2416994065
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2472	3712390414
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2473	2025216491
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2474	2032421071
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2475	2333167130
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2476	4158359111
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2477	683955259
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2478	796826029
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2479	874890200
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2480	3730708112
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2481	391548508
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2482	3335458100
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2483	659956231
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2484	3311084110
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2485	1948599322
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2486	3628316333
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2487	2277854769
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2488	3268573171
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2489	76716230
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2490	2689595778
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2491	3422220636
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2492	563692479
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2493	1263441835
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2494	139698868
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2495	3916305943
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2496	3955011387
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2497	4155429241
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2498	2648492930
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.025	0.01	0.01		30	100	2499	796539795
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2500	3421101613
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2501	1984692750
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2502	2068122776
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2503	5290717
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2504	503834829
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2505	2569796038
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2506	537668880
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2507	2608361341
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2508	2944480491
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2509	1063176019
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2510	1848149731
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2511	2398364168
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2512	861247141
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2513	968687535
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2514	2111382520
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2515	690740155
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2516	275775294
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2517	2798254805
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2518	2499548149
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2519	1399839220
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2520	1155317876
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2521	2535164289
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2522	3425490263
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2523	1860780615
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.0	0.01	0.01		30	100	2524	1332994442
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2525	4227757119
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2526	1955155660
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2527	642443984
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2528	49909831
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2529	1995435796
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2530	311157009
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2531	2922538973
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2532	1685747007
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2533	1698853201
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2534	2061321581
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2535	4186303982
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2536	2577068638
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2537	3100483749
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2538	1252681247
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2539	2821724170
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2540	2984924460
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2541	3251544792
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2542	3694197536
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2543	4091594747
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2544	3349434469
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2545	3899051432
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2546	170161543
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2547	3110781706
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2548	2063761621
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	Chiseling	0.8	1.0	0.025	0.01	0.01		30	100	2549	3217624754
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	2550	450671703
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	2551	626730536
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	2552	1039575440
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	2553	441489995
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	2554	4237683576
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	2555	2452016173
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	2556	612013727
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	2557	78888398
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	2558	2142708303
LinearNonNegRCT	1000	5	0.3	0.462962962962963	0.05	0	linreg_learner	TTestStrategy				0.01	0.01		30	250	2559	2071704885
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2560	2654958677
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2561	903444571
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2562	3017064083
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2563	1486129824
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2564	2403672777
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2565	3332055975
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2566	41965471
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2567	4042584305
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2568	1402140667
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2569	311025504
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2570	2223554561
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2571	2294552800
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2572	377383712
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2573	3790452456
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2574	1505931212
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2575	354371485
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2576	142606240
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2577	3541260876
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2578	337492083
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2579	1536745113
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2580	1704772501
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2581	1383386214
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2582	570009793
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2583	4198186149
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.0	0.01	0.01		30	100	2584	2437569382
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2585	862683225
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2586	2961229485
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2587	2977245305
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2588	3438493681
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2589	3528061070
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2590	859638753
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2591	176881769
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2592	719332214
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2593	2879283627
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2594	449115440
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2595	4086876007
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2596	2733447114
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2597	533520700
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2598	3034290114
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2599	3849241210
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2600	135661445
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2601	2554546184
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2602	4021000965
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2603	2648296520
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2604	223214950
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2605	2632575198
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2606	2324850079
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2607	1283490344
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2608	3045391729
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.2	1.0	0.025	0.01	0.01		30	100	2609	4016661195
LinearNonNegRCT	1000	5	0.3	0.5555555555555556	0.05	0	linreg_learner	Chiseling	0.5	1.0	0.0	0.01	0.01		30	100	2610	3740783879
